Position_Budget_ID,Fiscal_Year,Position_ID,Position_Title,Department_ID,Department_Name,Cost_Center_ID,Approved_Position,Budgeted_Position,Position_Status,Full_Time_Equivalent_Capacity,Annual_Salary_Budget,Annual_Benefits_Budget,Annual_Employer_Tax_and_Contribution_Budget,Annual_Recruitment_Budget,Annual_Training_Budget,Total_Annual_Position_Cost_Budget,Budget_Start_Date,Budget_End_Date,Budget_Status,Budget_Currency,Data_As_Of_Date
POSITION-BUDGET-0663,2026,POS-648,Quality Inspector,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,972000,194400,77760,0,17496,1261656,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0664,2026,POS-649,Quality Inspector,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,972000,194400,77760,0,17496,1261656,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0665,2026,POS-650,Quality Inspector,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,972000,194400,77760,0,17496,1261656,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0666,2026,POS-651,Quality Inspector,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,972000,194400,77760,0,17496,1261656,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0667,2026,POS-652,Quality Inspector,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,972000,194400,77760,0,17496,1261656,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0668,2026,POS-653,Quality Inspector,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,972000,194400,77760,0,17496,1261656,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0669,2026,POS-654,Quality Inspector,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,972000,194400,77760,0,17496,1261656,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0670,2026,POS-655,Quality Inspector,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,972000,194400,77760,0,17496,1261656,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0671,2026,POS-656,Quality Inspector,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,972000,194400,77760,0,17496,1261656,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0672,2026,POS-657,Quality Inspector,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,972000,194400,77760,0,17496,1261656,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0673,2026,POS-658,Quality Assurance Intern,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,0.5,227000,45400,18160,0,15000,305560,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0674,2026,POS-659,Quality Assurance Intern,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,454000,90800,36320,0,15000,596120,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0675,2026,POS-660,Quality Assurance Intern,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,0.5,227000,45400,18160,0,15000,305560,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0676,2026,EXEC-RND-HEAD,Head of Research and Development,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,10109000,2021800,808720,0,181962,13121482,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0677,2026,POS-661,Research and Development Manager,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,5443000,1088600,435440,0,97973,7065013,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0678,2026,POS-662,Research and Development Manager,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,5443000,1088600,435440,0,97973,7065013,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0679,2026,POS-663,Research and Development Manager,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,5443000,1088600,435440,0,97973,7065013,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0680,2026,POS-664,Research and Development Manager,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,5443000,1088600,435440,0,97973,7065013,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0681,2026,POS-665,Research and Development Manager,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,5443000,1088600,435440,0,97973,7065013,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0682,2026,POS-666,Research and Development Manager,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,5443000,1088600,435440,0,97973,7065013,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0683,2026,POS-667,Senior Research Scientist,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,3421000,684200,273680,0,61577,4440457,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0684,2026,POS-668,Senior Research Scientist,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,3421000,684200,273680,0,61577,4440457,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0685,2026,POS-669,Senior Research Scientist,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,3421000,684200,273680,0,61577,4440457,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0686,2026,POS-670,Senior Research Scientist,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,3421000,684200,273680,0,61577,4440457,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0687,2026,POS-671,Senior Research Scientist,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,3421000,684200,273680,0,61577,4440457,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0688,2026,POS-672,Senior Research Scientist,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,3421000,684200,273680,0,61577,4440457,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0689,2026,POS-673,Senior Research Scientist,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,3421000,684200,273680,0,61577,4440457,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0690,2026,POS-674,Senior Research Scientist,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,3421000,684200,273680,0,61577,4440457,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0691,2026,POS-675,Research Analyst,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,2100000,420000,168000,0,37800,2725800,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0692,2026,POS-676,Research Analyst,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,2100000,420000,168000,0,37800,2725800,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0693,2026,POS-677,Research Analyst,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,2100000,420000,168000,0,37800,2725800,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0694,2026,POS-678,Research Analyst,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,2100000,420000,168000,0,37800,2725800,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0695,2026,POS-679,Research Analyst,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,2100000,420000,168000,0,37800,2725800,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0696,2026,POS-680,Research Analyst,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,2100000,420000,168000,0,37800,2725800,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0697,2026,POS-681,Research Analyst,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,2100000,420000,168000,0,37800,2725800,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0698,2026,POS-682,Research Analyst,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,2100000,420000,168000,0,37800,2725800,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0699,2026,POS-683,Research Analyst,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,2100000,420000,168000,0,37800,2725800,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0700,2026,POS-684,Research Analyst,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,2100000,420000,168000,0,37800,2725800,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0701,2026,POS-685,Research Analyst,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,2100000,420000,168000,0,37800,2725800,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0702,2026,POS-686,Research Analyst,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,2100000,420000,168000,0,37800,2725800,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0703,2026,POS-687,Research Analyst,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,2100000,420000,168000,0,37800,2725800,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0704,2026,POS-688,Research Analyst,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,2100000,420000,168000,0,37800,2725800,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0705,2026,POS-689,Research Associate,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,1166000,233200,93280,0,20988,1513468,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0706,2026,POS-690,Research Associate,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,1166000,233200,93280,0,20988,1513468,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0707,2026,POS-691,Research Associate,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,1166000,233200,93280,0,20988,1513468,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0708,2026,POS-692,Research Associate,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,1166000,233200,93280,0,20988,1513468,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0709,2026,POS-693,Research Associate,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,1166000,233200,93280,0,20988,1513468,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0710,2026,POS-694,Research Associate,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,1166000,233200,93280,0,20988,1513468,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0711,2026,POS-695,Research Associate,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,1166000,233200,93280,0,20988,1513468,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0712,2026,POS-696,Research Associate,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,1166000,233200,93280,0,20988,1513468,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0713,2026,POS-697,Research Associate,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,1166000,233200,93280,0,20988,1513468,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0714,2026,POS-698,Research Associate,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,1166000,233200,93280,0,20988,1513468,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0715,2026,POS-699,Research Associate,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,1166000,233200,93280,0,20988,1513468,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0716,2026,POS-700,Research Associate,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,1166000,233200,93280,0,20988,1513468,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0717,2026,POS-701,Research Associate,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,1166000,233200,93280,0,20988,1513468,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0718,2026,POS-702,Research Intern,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,1.0,544000,108800,43520,0,15000,711320,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0719,2026,POS-703,Research Intern,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,0.5,272000,54400,21760,0,15000,363160,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0720,2026,POS-704,Research Intern,DEPARTMENT-016,Research & Development,COST-CENTER-RND,Yes,Yes,Filled,0.5,272000,54400,21760,0,15000,363160,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0721,2026,POS-705,Accounts Assistant,DEPARTMENT-002,Finance,COST-CENTER-FIN,Yes,Yes,Vacant,1.0,1069000,213800,85520,26725,19242,1414287,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0722,2026,POS-706,Financial Analyst,DEPARTMENT-002,Finance,COST-CENTER-FIN,Yes,No,Vacant,1.0,0,0,0,0,0,0,2026-01-01,2026-12-31,Not Funded,PKR,2026-08-01
POSITION-BUDGET-0723,2026,POS-707,Senior Financial Analyst,DEPARTMENT-002,Finance,COST-CENTER-FIN,Yes,Yes,Vacant,1.0,3136000,627200,250880,78400,56447,4148927,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0724,2026,POS-708,Sales Representative,DEPARTMENT-003,Sales,COST-CENTER-SAL,Yes,Yes,Vacant,1.0,1021000,204200,81680,25525,18378,1350783,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0725,2026,POS-709,Account Executive,DEPARTMENT-003,Sales,COST-CENTER-SAL,Yes,Yes,Vacant,1.0,1837000,367400,146960,45925,33066,2430351,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0726,2026,POS-710,Senior Account Manager,DEPARTMENT-003,Sales,COST-CENTER-SAL,Yes,Yes,Vacant,1.0,2994000,598800,239520,74850,53891,3961061,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0727,2026,POS-711,Sales Representative,DEPARTMENT-003,Sales,COST-CENTER-SAL,Yes,Yes,Vacant,1.0,1021000,204200,81680,25525,18378,1350783,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0728,2026,POS-712,Account Executive,DEPARTMENT-003,Sales,COST-CENTER-SAL,Yes,No,Vacant,1.0,0,0,0,0,0,0,2026-01-01,2026-12-31,Not Funded,PKR,2026-08-01
POSITION-BUDGET-0729,2026,POS-713,Sales Manager,DEPARTMENT-003,Sales,COST-CENTER-SAL,Yes,Yes,Vacant,1.0,4763000,952600,381040,119075,85734,6301449,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0730,2026,POS-714,Sales Representative,DEPARTMENT-003,Sales,COST-CENTER-SAL,Yes,No,Frozen,1.0,0,0,0,0,0,0,2026-01-01,2026-12-31,Not Funded,PKR,2026-08-01
POSITION-BUDGET-0731,2026,POS-715,Customer Support Representative,DEPARTMENT-004,Customer Support,COST-CENTER-CS,Yes,Yes,Vacant,1.0,826000,165200,66080,25000,15000,1097280,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0732,2026,POS-716,Customer Support Specialist,DEPARTMENT-004,Customer Support,COST-CENTER-CS,Yes,Yes,Vacant,1.0,1487000,297400,118960,37175,26765,1967300,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0733,2026,POS-717,Senior Customer Support Specialist,DEPARTMENT-004,Customer Support,COST-CENTER-CS,Yes,Yes,Vacant,1.0,2424000,484800,193920,60600,43632,3206952,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0734,2026,POS-718,Customer Support Representative,DEPARTMENT-004,Customer Support,COST-CENTER-CS,Yes,Yes,Vacant,1.0,826000,165200,66080,25000,15000,1097280,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0735,2026,POS-719,Customer Support Specialist,DEPARTMENT-004,Customer Support,COST-CENTER-CS,Yes,No,Vacant,1.0,0,0,0,0,0,0,2026-01-01,2026-12-31,Not Funded,PKR,2026-08-01
POSITION-BUDGET-0736,2026,POS-720,Junior Software Engineer,DEPARTMENT-005,Engineering,COST-CENTER-ENG,Yes,Yes,Vacant,1.0,1215000,243000,97200,30375,21870,1607445,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0737,2026,POS-721,Software Engineer,DEPARTMENT-005,Engineering,COST-CENTER-ENG,Yes,Yes,Vacant,1.0,2187000,437400,174960,54675,39366,2893401,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0738,2026,POS-722,Senior Software Engineer,DEPARTMENT-005,Engineering,COST-CENTER-ENG,Yes,Yes,Vacant,1.0,3564000,712800,285120,89100,64151,4715171,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0739,2026,POS-723,Junior Software Engineer,DEPARTMENT-005,Engineering,COST-CENTER-ENG,Yes,Yes,Vacant,1.0,1215000,243000,97200,30375,21870,1607445,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0740,2026,POS-724,Software Engineer,DEPARTMENT-005,Engineering,COST-CENTER-ENG,Yes,No,Vacant,1.0,0,0,0,0,0,0,2026-01-01,2026-12-31,Not Funded,PKR,2026-08-01
POSITION-BUDGET-0741,2026,POS-725,Engineering Manager,DEPARTMENT-005,Engineering,COST-CENTER-ENG,Yes,Yes,Vacant,1.0,5670000,1134000,453600,141750,102059,7501409,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0742,2026,POS-726,Junior Software Engineer,DEPARTMENT-005,Engineering,COST-CENTER-ENG,Yes,No,Frozen,1.0,0,0,0,0,0,0,2026-01-01,2026-12-31,Not Funded,PKR,2026-08-01
POSITION-BUDGET-0743,2026,POS-727,Software Engineer,DEPARTMENT-005,Engineering,COST-CENTER-ENG,Yes,No,Vacant,1.0,0,0,0,0,0,0,2026-01-01,2026-12-31,Not Funded,PKR,2026-08-01
POSITION-BUDGET-0744,2026,POS-728,Senior Software Engineer,DEPARTMENT-005,Engineering,COST-CENTER-ENG,Yes,Yes,Vacant,1.0,3564000,712800,285120,89100,64151,4715171,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0745,2026,POS-729,Operations Assistant,DEPARTMENT-006,Operations,COST-CENTER-OPS,Yes,Yes,Vacant,1.0,875000,175000,70000,25000,15749,1160749,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0746,2026,POS-730,Operations Officer,DEPARTMENT-006,Operations,COST-CENTER-OPS,Yes,Yes,Vacant,1.0,1575000,315000,126000,39375,28349,2083724,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0747,2026,POS-731,Senior Operations Officer,DEPARTMENT-006,Operations,COST-CENTER-OPS,Yes,Yes,Vacant,1.0,2566000,513200,205280,64150,46188,3394818,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0748,2026,POS-732,Operations Assistant,DEPARTMENT-006,Operations,COST-CENTER-OPS,Yes,No,Vacant,1.0,0,0,0,0,0,0,2026-01-01,2026-12-31,Not Funded,PKR,2026-08-01
POSITION-BUDGET-0749,2026,POS-733,Operations Officer,DEPARTMENT-006,Operations,COST-CENTER-OPS,Yes,No,Vacant,1.0,0,0,0,0,0,0,2026-01-01,2026-12-31,Not Funded,PKR,2026-08-01
POSITION-BUDGET-0750,2026,POS-734,Operations Manager,DEPARTMENT-006,Operations,COST-CENTER-OPS,Yes,Yes,Vacant,1.0,4082000,816400,326560,102050,73476,5400486,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0751,2026,POS-735,IT Support Technician,DEPARTMENT-007,IT,COST-CENTER-IT,Yes,Yes,Vacant,1.0,1118000,223600,89440,27950,20124,1479114,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0752,2026,POS-736,Systems Administrator,DEPARTMENT-007,IT,COST-CENTER-IT,Yes,Yes,Vacant,1.0,2012000,402400,160960,50300,36216,2661876,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0753,2026,POS-737,Senior Systems Engineer,DEPARTMENT-007,IT,COST-CENTER-IT,Yes,Yes,Vacant,1.0,3279000,655800,262320,81975,59021,4338116,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0754,2026,POS-738,IT Support Technician,DEPARTMENT-007,IT,COST-CENTER-IT,Yes,No,Vacant,1.0,0,0,0,0,0,0,2026-01-01,2026-12-31,Not Funded,PKR,2026-08-01
POSITION-BUDGET-0755,2026,POS-739,Junior Medical Officer,DEPARTMENT-008,Medical Care,COST-CENTER-MED,Yes,Yes,Vacant,1.0,1118000,223600,89440,27950,20124,1479114,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0756,2026,POS-740,Medical Officer,DEPARTMENT-008,Medical Care,COST-CENTER-MED,Yes,Yes,Vacant,1.0,2012000,402400,160960,50300,36216,2661876,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0757,2026,POS-741,Senior Medical Officer,DEPARTMENT-008,Medical Care,COST-CENTER-MED,Yes,Yes,Vacant,1.0,3279000,655800,262320,81975,59021,4338116,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0758,2026,POS-742,Junior Medical Officer,DEPARTMENT-008,Medical Care,COST-CENTER-MED,Yes,Yes,Vacant,1.0,1118000,223600,89440,27950,20124,1479114,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0759,2026,POS-743,Medical Officer,DEPARTMENT-008,Medical Care,COST-CENTER-MED,Yes,Yes,Vacant,1.0,2012000,402400,160960,50300,36216,2661876,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0760,2026,POS-744,Medical Care Manager,DEPARTMENT-008,Medical Care,COST-CENTER-MED,Yes,Yes,Vacant,1.0,5216000,1043200,417280,130400,93888,6900768,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0761,2026,POS-745,Junior Medical Officer,DEPARTMENT-008,Medical Care,COST-CENTER-MED,Yes,Yes,Frozen,1.0,1118000,223600,89440,27950,20124,1479114,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0762,2026,POS-746,Medical Officer,DEPARTMENT-008,Medical Care,COST-CENTER-MED,Yes,No,Vacant,1.0,0,0,0,0,0,0,2026-01-01,2026-12-31,Not Funded,PKR,2026-08-01
POSITION-BUDGET-0763,2026,POS-747,Senior Medical Officer,DEPARTMENT-008,Medical Care,COST-CENTER-MED,Yes,No,Vacant,1.0,0,0,0,0,0,0,2026-01-01,2026-12-31,Not Funded,PKR,2026-08-01
POSITION-BUDGET-0764,2026,POS-748,Junior Medical Officer,DEPARTMENT-008,Medical Care,COST-CENTER-MED,Yes,No,Vacant,1.0,0,0,0,0,0,0,2026-01-01,2026-12-31,Not Funded,PKR,2026-08-01
POSITION-BUDGET-0765,2026,POS-749,Training Coordinator,DEPARTMENT-009,Training & Development,COST-CENTER-TRN,Yes,Yes,Vacant,1.0,923000,184600,73840,25000,16614,1223054,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0766,2026,POS-750,Learning and Development Specialist,DEPARTMENT-009,Training & Development,COST-CENTER-TRN,Yes,Yes,Vacant,1.0,1662000,332400,132960,41550,29915,2198825,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0767,2026,POS-751,Procurement Assistant,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Vacant,1.0,972000,194400,77760,25000,17496,1286656,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0768,2026,POS-752,Procurement Officer,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,No,Vacant,1.0,0,0,0,0,0,0,2026-01-01,2026-12-31,Not Funded,PKR,2026-08-01
POSITION-BUDGET-0769,2026,POS-753,Senior Procurement Specialist,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Vacant,1.0,2851000,570200,228080,71275,51317,3771872,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0770,2026,POS-754,Warehouse Assistant,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Vacant,1.0,855000,171000,68400,25000,15389,1134789,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0771,2026,POS-755,Logistics Coordinator,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Vacant,1.0,1540000,308000,123200,38500,27719,2037419,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0772,2026,POS-756,Senior Logistics Officer,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Vacant,1.0,2509000,501800,200720,62725,45162,3319407,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0773,2026,POS-757,Warehouse Assistant,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Vacant,1.0,855000,171000,68400,25000,15389,1134789,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0774,2026,POS-758,Logistics Coordinator,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,No,Vacant,1.0,0,0,0,0,0,0,2026-01-01,2026-12-31,Not Funded,PKR,2026-08-01
